"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"JTIP375N","journalArticle","2021","Campbell, Duncan J.; Coller, Jennifer M.; Gong, Fei Fei; McGrady, Michele; Boffa, Umberto; Shiel, Louise; Liew, Danny; Stewart, Simon; Owen, Alice J.; Krum, Henry; Reid, Christopher M.; Prior, David L.","Kidney age - chronological age difference (KCD) score provides an age-adapted measure of kidney function","BMC nephrology","","1471-2369","10.1186/s12882-021-02324-y","","BACKGROUND: Given the age-related decline in glomerular filtration rate (GFR) in healthy individuals, we examined the association of all-cause death or cardiovascular event with the Kidney age - Chronological age Difference (KCD) score, whereby an individual's kidney age is estimated from their estimated GFR (eGFR) and the age-dependent eGFR decline reported for healthy living potential kidney donors. METHODS: We examined the association between death or cardiovascular event and KCD score, age-dependent stepped eGFR criteria (eGFRstep), and eGFR < 60 ml/min/1.73 m2 (eGFR60) in a community-based high cardiovascular risk cohort of 3837 individuals aged ≥60 (median 70, interquartile range 65, 75) years, followed for a median of 5.6 years. RESULTS: In proportional hazards analysis, KCD score ≥ 20 years (KCD20) was associated with increased risk of death or cardiovascular event in unadjusted analysis and after adjustment for age, sex and cardiovascular risk factors. Addition of KCD20, eGFRstep or eGFR60 to a cardiovascular risk factor model did not improve area under the curve for identification of individuals who experienced death or cardiovascular event in receiver operating characteristic curve analysis. However, addition of KCD20 or eGFR60, but not eGFRstep, to a cardiovascular risk factor model improved net reclassification and integrated discrimination. KCD20 identified individuals who experienced death or cardiovascular event with greater sensitivity than eGFRstep for all participants, and with greater sensitivity than eGFR60 for participants aged 60-69 years, with similar sensitivities for men and women. CONCLUSIONS: In this high cardiovascular risk cohort aged ≥60 years, the KCD score provided an age-adapted measure of kidney function that may assist patient education, and KCD20 provided an age-adapted criterion of eGFR-related increased risk of death or cardiovascular event. Further studies that include the full age spectrum are required to examine the optimal KCD score cut point that identifies increased risk of death or cardiovascular event, and kidney events, associated with impaired kidney function, and whether the optimal KCD score cut point is similar for men and women. TRIAL REGISTRATION: ClinicalTrials.gov NCT00400257 , NCT00604006 , and NCT01581827 .","2021-04-26","2024-07-25 10:10:55","2024-07-25 10:10:55","","152","","1","22","","BMC Nephrol","","","","","","","","eng","","","","","PubMed","","PMID: 33902478 PMCID: PMC8077774","","C:\Users\hdeeb\Zotero\storage\FRJFGPE3\Campbell et al. - 2021 - Kidney age - chronological age difference (KCD) sc.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/33902478","","Aged; Aging; Glomerular Filtration Rate; Humans; Middle Aged; Renal Insufficiency, Chronic; Female; Kidney; Male; Risk Factors; All-cause mortality; Cardiovascular disease; Cardiovascular Diseases; Cause of Death; Chronic kidney disease; eGFR; Sex Factors; Tissue Donors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DWNCCFPY","journalArticle","2006","O'Hare, Ann M.; Bertenthal, Daniel; Covinsky, Kenneth E.; Landefeld, C. Seth; Sen, Saunak; Mehta, Kala; Steinman, Michael A.; Borzecki, Ann; Walter, Louise C.","Mortality risk stratification in chronic kidney disease: one size for all ages?","Journal of the American Society of Nephrology: JASN","","1046-6673","10.1681/ASN.2005090986","","Current National Kidney Foundation Kidney Disease Outcomes Quality Initiative staging criteria for chronic kidney disease (CKD) are intended to apply to all age groups. However, it is unclear whether different levels of estimated GFR (eGFR) have the same prognostic significance in older and younger patients. The study cohort was composed of Department of Veterans Affairs (VA) patients who were aged 18 to 100 yr and had at least one outpatient serum creatinine measurement between October 1, 2001, and September 30, 2002 (n=2583,911). Patients with ESRD were excluded. GFR was estimated using the Modification of Diet in Renal Disease equation using each patient's first outpatient creatinine measurement during the study period. The association of eGFR with survival was measured by age group. Twenty percent of cohort patients had an eGFR<60 ml/min per 1.73 m2, ranging from 3% among 18- to 44-yr-olds to as high as 49% among 85- to 100-yr-olds. Fifty-two percent (n=266,421) of cohort patients with an eGFR<60 ml/min per 1.73 m2 had ""very"" moderate reductions in eGFR into the 50- to 59-ml/min per 1.73 m2 range. The association of eGFR with mortality was weaker in the elderly than in younger age groups: Whereas severe reductions in eGFR were associated with an increased risk for death in all age groups, ""very"" moderate reductions in eGFR (50 to 59 ml/min per 1.73 m2) were associated with an increased adjusted risk for death only among patients who were younger than 65 yr. Age-related attenuation of the association of eGFR with mortality was also present among women and black patients. In the clinical setting, mortality risk stratification in elderly patients should not be based on the same eGFR cut points as for younger age groups and would benefit from finer categorization of the 30- to 59-ml/min per 1.73 m2 eGFR group.","2006-03","2024-07-25 10:09:24","2024-07-25 10:09:24","","846-853","","3","17","","J Am Soc Nephrol","Mortality risk stratification in chronic kidney disease","","","","","","","eng","","","","","PubMed","","PMID: 16452492","","","http://www.ncbi.nlm.nih.gov/pubmed/16452492","","Adult; Age Factors; Aged; Glomerular Filtration Rate; Humans; Middle Aged; Reference Values; Female; Male; Cause of Death; Adolescent; Aged, 80 and over; Cohort Studies; Disease Progression; Kidney Failure, Chronic; Kidney Function Tests; Predictive Value of Tests; Risk Assessment; Severity of Illness Index; Survival Analysis; United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VC4D7CUI","journalArticle","2017","Warnock, David G.; Delanaye, Pierre; Glassock, Richard J.","Risks for All-Cause Mortality: Stratified by Age, Estimated Glomerular Filtration Rate and Albuminuria","Nephron","","1660-8151","10.1159/000455197","https://doi.org/10.1159/000455197","The relative reduction of risk for all-cause mortality among the elderly has been described as attenuated compared to younger subjects, but the risk for all-cause mortality increases with age when absolute risk is considered. The objectives of the present inquiry were to calculate the relative and absolute risks of all-cause mortality based on incidence rate ratios, and summarize these risks for age, gender, and race strata. We conclude that strata-specific risk summaries are more informative than a single all-encompassing risk summary, and that gender- and race-specific strata need to be considered as well as age-specific strata. © 2017 S. Karger AG, Basel","2017-01-27","2024-07-25 10:08:21","2024-07-25 10:08:21","2024-07-25 10:08:20","292-297","","4","136","","Nephron","Risks for All-Cause Mortality","","","","","","","","","","","","Silverchair","","","","C:\Users\hdeeb\Zotero\storage\53E4KHDU\Warnock et al. - 2017 - Risks for All-Cause Mortality Stratified by Age, .pdf; C:\Users\hdeeb\Zotero\storage\Q7CPHBI4\Risks-for-All-Cause-Mortality-Stratified-by-Age.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IQZFRCS9","journalArticle","2020","Jonsson, Arnar J.; Lund, Sigrun H.; Eriksen, Bjørn O.; Palsson, Runolfur; Indridason, Olafur S.","The prevalence of chronic kidney disease in Iceland according to KDIGO criteria and age-adapted estimated glomerular filtration rate thresholds","Kidney International","","1523-1755","10.1016/j.kint.2020.06.017","","Most epidemiological studies on chronic kidney disease (CKD) are based solely on estimated glomerular filtration rate (eGFR). Few studies have included proteinuria, while the chronicity criterion is usually omitted. To explore this, we examined the prevalence of CKD stages 1-5 in Iceland based on multiple markers of kidney damage. All serum creatinine values, urine protein measurements and diagnostic codes for kidney diseases and comorbid conditions for people aged 18 years and older were obtained from electronic medical records of all healthcare institutions in Iceland in 2008-2016. CKD was defined according to the Kidney Disease: Improving Global Outcomes (KDIGO) clinical practice guideline using diagnoses indicative of a chronic kidney disease, proteinuria and/or an eGFR under 60 mL/min/1.73 m2 for over three months. Mean annual age-standardized prevalence of CKD stages 1-5 was calculated based on the KDIGO criteria and age-adapted eGFR thresholds from 2,120,147 creatinine values for 218,437 individuals, 306,531 proteinuria measurements for 86,364 individuals and 6973 individuals carrying a kidney disease diagnosis. Median age was 63 years (range, 18-106) and 47% were male. The mean annual age standardized CKD prevalence was 5.13% for men and 6.75% for women using the KDIGO criteria but by age-adapted eGFR cut-offs, the prevalence was 3.27% for men and 4.01% for women. Thus, our nationwide study, defining CKD in Iceland with strict adherence to the KDIGO criteria, demonstrates a lower prevalence of CKD than anticipated from most previous studies.","2020-11","2024-07-25 10:07:20","2024-07-25 10:07:20","","1286-1295","","5","98","","Kidney Int","","","","","","","","eng","","","","","PubMed","","PMID: 32622831","","","http://www.ncbi.nlm.nih.gov/pubmed/32622831","","Glomerular Filtration Rate; Humans; Middle Aged; Renal Insufficiency, Chronic; Female; Kidney; Male; eGFR; CKD; Creatinine; diagnosis codes; Iceland; KDIGO criteria; Prevalence; proteinuria; serum creatinine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M62LRYGT","journalArticle","2021","Kühn, Andreas; Giet, Markus van der; Kuhlmann, Martin K.; Martus, Peter; Mielke, Nina; Ebert, Natalie; Schaeffner, Elke S.","Kidney Function as Risk Factor and Predictor of Cardiovascular Outcomes and Mortality Among Older Adults","American Journal of Kidney Diseases","","0272-6386, 1523-6838","10.1053/j.ajkd.2020.09.015","https://www.ajkd.org/article/S0272-6386(20)31093-3/abstract","","2021-03-01","2024-07-25 10:06:23","2024-07-25 10:06:23","2024-07-25 10:06:23","386-396.e1","","3","77","","American Journal of Kidney Diseases","","","","","","","","English","","","","","www.ajkd.org","","Publisher: Elsevier PMID: 33197533","","","http://www.ncbi.nlm.nih.gov/pubmed/33197533","","all-cause mortality; association; Berlin Initiative Study (BIS); cardiovascular disease (CVD); Chronic kidney disease (CKD); creatinine; cystatin C; elderly; estimated glomerular filtration rate (eGFR); measured GFR; myocardial infarction (MI); old age; prediction; renal function; stroke; urinary albumin-creatinine ratio (UACR)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"27VPZ4A9","webpage","","","Kidney Function as Risk Factor and Predictor of Cardiovascular Outcomes and Mortality Among Older Adults - PubMed","","","","","https://pubmed.ncbi.nlm.nih.gov/33197533/","","","2024-07-25 10:05:42","2024-07-25 10:05:42","2024-07-25 10:05:42","","","","","","","","","","","","","","","","","","","","","","","C:\Users\hdeeb\Zotero\storage\NF3D6WS5\33197533.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HEVWWND4","journalArticle","2012","Hallan, Stein I.; Matsushita, Kunihiro; Sang, Yingying; Mahmoodi, Bakhtawar K.; Black, Corri; Ishani, Areef; Kleefstra, Nanne; Naimark, David; Roderick, Paul; Tonelli, Marcello; Wetzels, Jack F. M.; Astor, Brad C.; Gansevoort, Ron T.; Levin, Adeera; Wen, Chi-Pang; Coresh, Josef; Chronic Kidney Disease Prognosis Consortium","Age and association of kidney measures with mortality and end-stage renal disease","JAMA","","1538-3598","10.1001/jama.2012.16817","","CONTEXT: Chronic kidney disease (CKD) is prevalent in older individuals, but the risk implications of low estimated glomerular filtration rate (eGFR) and high albuminuria across the full age range are controversial. OBJECTIVE: To evaluate possible effect modification (interaction) by age of the association of eGFR and albuminuria with clinical risk, examining both relative and absolute risks. DESIGN, SETTING, AND PARTICIPANTS: Individual-level meta-analysis including 2,051,244 participants from 33 general population or high-risk (of vascular disease) cohorts and 13 CKD cohorts from Asia, Australasia, Europe, and North/South America, conducted in 1972-2011 with a mean follow-up time of 5.8 years (range, 0-31 years). MAIN OUTCOME MEASURES: Hazard ratios (HRs) of mortality and end-stage renal disease (ESRD) according to eGFR and albuminuria were meta-analyzed across age categories after adjusting for sex, race, cardiovascular disease, diabetes, systolic blood pressure, cholesterol, body mass index, and smoking. Absolute risks were estimated using HRs and average incidence rates. RESULTS: Mortality (112,325 deaths) and ESRD (8411 events) risks were higher at lower eGFR and higher albuminuria in every age category. In general and high-risk cohorts, relative mortality risk for reduced eGFR decreased with increasing age; eg, adjusted HRs at an eGFR of 45 mL/min/1.73 m2 vs 80 mL/min/1.73 m2 were 3.50 (95% CI, 2.55-4.81), 2.21 (95% CI, 2.02-2.41), 1.59 (95% CI, 1.42-1.77), and 1.35 (95% CI, 1.23-1.48) in age categories 18-54, 55-64, 65-74, and ≥75 years, respectively (P <.05 for age interaction). Absolute risk differences for the same comparisons were higher at older age (9.0 [95% CI, 6.0-12.8], 12.2 [95% CI, 10.3-14.3], 13.3 [95% CI, 9.0-18.6], and 27.2 [95% CI, 13.5-45.5] excess deaths per 1000 person-years, respectively). For increased albuminuria, reduction of relative risk with increasing age was less evident, while differences in absolute risk were higher in older age categories (7.5 [95% CI, 4.3-11.9], 12.2 [95% CI, 7.9-17.6], 22.7 [95% CI, 15.3-31.6], and 34.3 [95% CI, 19.5-52.4] excess deaths per 1000 person-years, respectively by age category, at an albumin-creatinine ratio of 300 mg/g vs 10 mg/g). In CKD cohorts, adjusted relative hazards of mortality did not decrease with age. In all cohorts, ESRD relative risks and absolute risk differences at lower eGFR or higher albuminuria were comparable across age categories. CONCLUSIONS: Both low eGFR and high albuminuria were independently associated with mortality and ESRD regardless of age across a wide range of populations. Mortality showed lower relative risk but higher absolute risk differences at older age.","2012-12-12","2024-07-25 10:04:06","2024-07-25 10:04:06","","2349-2360","","22","308","","JAMA","","","","","","","","eng","","","","","PubMed","","PMID: 23111824 PMCID: PMC3936348","","C:\Users\hdeeb\Zotero\storage\8DS23G39\Hallan et al. - 2012 - Age and association of kidney measures with mortal.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/23111824","","Adult; Age Factors; Aged; Glomerular Filtration Rate; Humans; Middle Aged; Young Adult; Female; Kidney; Male; Adolescent; Cohort Studies; Kidney Failure, Chronic; Albuminuria; Risk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QLTYAYSN","journalArticle","2014","Soveri, Inga; Berg, Ulla B.; Björk, Jonas; Elinder, Carl-Gustaf; Grubb, Anders; Mejare, Ingegerd; Sterner, Gunnar; Bäck, Sten-Erik; SBU GFR Review Group","Measuring GFR: a systematic review","American Journal of Kidney Diseases: The Official Journal of the National Kidney Foundation","","1523-6838","10.1053/j.ajkd.2014.04.010","","BACKGROUND: No comprehensive systematic review of the accuracy of glomerular filtration rate (GFR) measurement methods using renal inulin clearance as reference has been published. STUDY DESIGN: Systematic review with meta-analysis of cross-sectional diagnostic studies. SETTING & POPULATION: Published original studies and systematic reviews in any population. SELECTION CRITERIA FOR STUDIES: Index and reference measurements conducted within 48 hours; at least 15 participants studied; GFR markers measured in plasma or urine; plasma clearance calculation algorithm verified in another study; tubular secretion of creatinine had not been blocked by medicines. INDEX TESTS: Endogenous creatinine clearance; renal or plasma clearance of chromium 51-labeled ethylenediaminetetraacetic acid (51Cr-EDTA), diethylenetriaminepentaacetic acid (DTPA), iohexol, and iothalamate; and plasma clearance of inulin. REFERENCE TEST: Renal inulin clearance measured under continuous inulin infusion and urine collection. RESULTS: Mean bias <10%, median bias <5%, the proportion of errors in the index measurements that did not exceed 30% (P30) ≥80%, and P10 ≥50% were set as requirements for sufficient accuracy. Based on the GRADE (Grading of Recommendations Assessment, Development and Evaluation) approach, the quality of evidence across studies was rated for each index method. Renal clearance of iothalamate measured GFR with sufficient accuracy (strong evidence). Renal and plasma clearance of 51Cr-EDTA and plasma clearance of iohexol were sufficiently accurate to measure GFR (moderately strong evidence). Renal clearance of DTPA, renal clearance of iohexol, and plasma clearance of inulin had sufficient accuracy (limited evidence). Endogenous creatinine clearance was an inaccurate method (strong evidence), as was plasma clearance of DTPA (limited evidence). The evidence to determine the accuracy of plasma iothalamate clearance was insufficient. With the exception of plasma clearance of inulin, only renal clearance methods had P30 >90%. LIMITATIONS: The included studies were few and most were old and small, which may limit generalizability. Requirements for sufficient accuracy may depend on clinical setting. CONCLUSIONS: At least moderately strong evidence suggests that renal clearance of 51Cr-EDTA or iothalamate and plasma clearance of 51Cr-EDTA or iohexol are sufficiently accurate methods to measure GFR.","2014-09","2024-07-25 10:02:21","2024-07-25 10:02:21","","411-424","","3","64","","Am J Kidney Dis","Measuring GFR","","","","","","","eng","","","","","PubMed","","PMID: 24840668","","","http://www.ncbi.nlm.nih.gov/pubmed/24840668","","Glomerular Filtration Rate; Humans; Kidney Function Tests; renal function; accuracy; clearance marker; Cross-Sectional Studies; Glomerular filtration rate (GFR); glomerular filtration rate (GFR) measurement; Reproducibility of Results","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YLESPR8T","journalArticle","2024","Muzaale, Abimereki; Khan, Adnan; Glassock, Richard J.; Tantisattamoa, Ekamol; Ahdoot, Rebecca S.; Al Ammary, Fawaz","Kidney function assessment in the geriatric population","Current Opinion in Nephrology and Hypertension","","1473-6543","10.1097/MNH.0000000000000955","","PURPOSE OF REVIEW: Kidney function declines with normal aging. But it also declines with the progression of some diseases. This review calls for a more nuanced interpretation of kidney function in the geriatric population, who may have frailty and comorbidities. RECENT FINDINGS: GFR declines with healthy aging kidneys. Aging kidney changes include decreased cortical volume, senescent global glomerulosclerosis, and reduced nephron numbers. Yet normal aging is not associated with increased glomerular volume or single-nephron GFR. The prevalence of GFR less than 60 ml/min/1.73 m 2 in the geriatric population is high. However, the decline in GFR with normal aging may not reflect true CKD without albuminuria. Although the risk of ESKD and mortality increases in all age groups when eGFR less than 45 ml/min/m 2 , there is no significant increased relative risk of ESKD and mortality in the geriatric population when eGFR 45-59 ml/min/m 2 in the absence of albuminuria. Innovative approaches are needed to better estimate GFR and define CKD in the geriatric population. SUMMARY: The expected GFR decline in the geriatric population is consistent with normal aging kidney changes. To avoid CKD overdiagnosis and unnecessary referrals to nephrology for possible CKD, age-adapted definitions of CKD in the absence of albuminuria are needed.","2024-03-01","2024-07-25 10:00:05","2024-07-25 10:00:05","","267-271","","2","33","","Curr Opin Nephrol Hypertens","","","","","","","","eng","","","","","PubMed","","PMID: 37965904 PMCID: PMC10872478","","","http://www.ncbi.nlm.nih.gov/pubmed/37965904","","Aged; Aging; Glomerular Filtration Rate; Humans; Renal Insufficiency, Chronic; Kidney; Albuminuria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DRYWAMLJ","journalArticle","2013","Stevens, Paul E.; Levin, Adeera; Kidney Disease: Improving Global Outcomes Chronic Kidney Disease Guideline Development Work Group Members","Evaluation and management of chronic kidney disease: synopsis of the kidney disease: improving global outcomes 2012 clinical practice guideline","Annals of Internal Medicine","","1539-3704","10.7326/0003-4819-158-11-201306040-00007","","DESCRIPTION: The Kidney Disease: Improving Global Outcomes (KDIGO) organization developed clinical practice guidelines in 2012 to provide guidance on the evaluation, management, and treatment of chronic kidney disease (CKD) in adults and children who are not receiving renal replacement therapy. METHODS: The KDIGO CKD Guideline Development Work Group defined the scope of the guideline, gathered evidence, determined topics for systematic review, and graded the quality of evidence that had been summarized by an evidence review team. Searches of the English-language literature were conducted through November 2012. Final modification of the guidelines was informed by the KDIGO Board of Directors and a public review process involving registered stakeholders. RECOMMENDATIONS: The full guideline included 110 recommendations. This synopsis focuses on 10 key recommendations pertinent to definition, classification, monitoring, and management of CKD in adults.","2013-06-04","2024-07-17 12:41:34","2024-07-17 12:41:34","","825-830","","11","158","","Ann Intern Med","Evaluation and management of chronic kidney disease","","","","","","","eng","","","","","PubMed","","PMID: 23732715","","","http://www.ncbi.nlm.nih.gov/pubmed/23732715","","Adult; Glomerular Filtration Rate; Humans; Renal Insufficiency, Chronic; Disease Progression; Albuminuria; Acute Kidney Injury; Child; Monitoring, Physiologic; Practice Guidelines as Topic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
